grau,nome,cidade,código,conceito,situação,siglaIes,modalidade,idPrograma,idModalidade,programaEmRede,idAreaAvaliacao,nomeAreaAvaliacao,idAreaConhecimento,nomeAreaConhecimento,idModalidadeEnsino,nomeModalidadeEnsino,idGrandeAreaConhecimento,nomeGrandeAreaConhecimento
Mestrado Profissional,ENGENHARIA DE SISTEMAS E PRODUTOS,Salvador,28010019065P9,4,EM FUNCIONAMENTO,IFBA,PROFISSIONAL,206934,2,0,45,INTERDISCIPLINAR,429,"ENGENHARIA, TECNOLOGIA E GESTÃO",1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado/Doutorado,Educação Científica e Formação de Professores,Jequié,28006011010P6,4,EM FUNCIONAMENTO,UESB,ACADÊMICO,204562,1,0,46,ENSINO,431,ENSINO DE CIÊNCIAS E MATEMÁTICA,1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado Profissional,"ARTE, COMUNICAÇÃO E TERRITORIALIDADES",Barreiras,28049012009P4,A,EM PROJETO,UFOB,PROFISSIONAL,210918,2,0,45,INTERDISCIPLINAR,428,"SOCIAIS, CULTURAS E HUMANIDADES",,,10,MULTIDISCIPLINAR
Mestrado/Doutorado,IMUNOLOGIA,Salvador,28001010025P5,5,EM FUNCIONAMENTO,UFBA,ACADÊMICO,379,1,0,9,CIÊNCIAS BIOLÓGICAS III,23,IMUNOLOGIA,1,Educação Presencial,2,CIÊNCIAS BIOLÓGICAS
Mestrado/Doutorado,GENÉTICA E BIOLOGIA MOLECULAR,ilhéus,28007018003P6,5,EM FUNCIONAMENTO,UESC,ACADÊMICO,405,1,0,42,CIÊNCIAS AGRÁRIAS I,60,AGRONOMIA,1,Educação Presencial,5,CIÊNCIAS AGRÁRIAS
Mestrado/Doutorado,GEOFÍSICA,Salvador,28001010007P7,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,362,1,0,5,GEOCIÊNCIAS,179,GEOFÍSICA,1,Educação Presencial,1,CIÊNCIAS EXATAS E DA TERRA
Mestrado,EDUCAÇÃO FÍSICA,Salvador,28005015082P0,A,EM PROJETO,UNEB,ACADÊMICO,210754,1,0,21,"EDUCAÇÃO FÍSICA, FISIOTERAPIA, FONOAUDIOLOGIA E TERAPIA OCUPACIONAL",59,Vitoria da Conquista,,,4,CIÊNCIAS DA SAÚDE
Mestrado Profissional,CECRE - Conservação e Restauração,Salvador,28001010077P5,5,EM FUNCIONAMENTO,UFBA,PROFISSIONAL,204325,2,0,29,"ARQUITETURA, URBANISMO E DESIGN",77,ARQUITETURA E URBANISMO,1,Educação Presencial,6,CIÊNCIAS SOCIAIS APLICADAS
Mestrado,MATEMÁTICA,Salvador,28001010003P1,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,358,1,0,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,11,MATEMÁTICA,1,Educação Presencial,1,CIÊNCIAS EXATAS E DA TERRA
Mestrado/Doutorado,CIÊNCIA DA INFORMAÇÃO,Salvador,28001010041P0,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,391,1,0,31,COMUNICAÇÃO E INFORMAÇÃO,80,CIÊNCIA DA INFORMAÇÃO,1,Educação Presencial,6,CIÊNCIAS SOCIAIS APLICADAS
Mestrado/Doutorado,GEOLOGIA,Salvador,28001010005P4,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,360,1,0,5,GEOCIÊNCIAS,178,GEOLOGIA,1,Educação Presencial,1,CIÊNCIAS EXATAS E DA TERRA
Mestrado/Doutorado,GEOQUÍMICA: PETRÓLEO E MEIO AMBIENTE,Salvador,28001010073P0,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,204197,1,0,5,GEOCIÊNCIAS,627,GEOQUÍMICA,1,Educação Presencial,1,CIÊNCIAS EXATAS E DA TERRA
Mestrado/Doutorado,ECOLOGIA HUMANA E GESTÃO SOCIOAMBIENTAL,Juazeiro,28005015009P1,4,EM FUNCIONAMENTO,UNEB,ACADÊMICO,204332,1,0,45,INTERDISCIPLINAR,427,POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS,1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado/Doutorado,HISTÓRIA,Salvador,28001010022P6,5,EM FUNCIONAMENTO,UFBA,ACADÊMICO,376,1,0,40,HISTÓRIA,72,HISTÓRIA,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado Profissional,ADMINISTRAÇÃO,Salvador,28001010052P2,4,EM FUNCIONAMENTO,UFBA,PROFISSIONAL,152341,2,0,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",75,ADMINISTRAÇÃO,1,Educação Presencial,6,CIÊNCIAS SOCIAIS APLICADAS
Doutorado,MATEMÁTICA - UFBA-UFAL,Salvador,28001010081P2,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,204410,1,1,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,11,MATEMÁTICA,1,Educação Presencial,1,CIÊNCIAS EXATAS E DA TERRA
Mestrado,CIÊNCIA DOS MATERIAIS (PROMAT),Barreiras,28049012006P5,A,EM FUNCIONAMENTO,UFOB,ACADÊMICO,210330,1,0,47,MATERIAIS,84,MATERIAIS,1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado/Doutorado,MEDICINA E SAÚDE,Salvador ,28001010012P0,5,EM FUNCIONAMENTO,UFBA,ACADÊMICO,366,1,0,15,MEDICINA I,267,CLÍNICA MÉDICA,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Mestrado/Doutorado,MEDICINA E SAÚDE HUMANA,Salvador,28008014002P6,4,EM FUNCIONAMENTO,EBMSP,ACADÊMICO,409,1,0,15,MEDICINA I,51,MEDICINA,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Mestrado/Doutorado,MECATRÔNICA,Salvador ,28001010045P6,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,395,1,0,13,ENGENHARIAS III,42,ENGENHARIA MECÂNICA,1,Educação Presencial,3,ENGENHARIAS
Mestrado/Doutorado,Modelagem Computacional em Ciência e Tecnologia,ilhéus,28007018016P0,4,EM FUNCIONAMENTO,UESC,ACADÊMICO,205156,1,0,45,INTERDISCIPLINAR,429,"ENGENHARIA, TECNOLOGIA E GESTÃO",1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado,QUIMICA,Jequié,28006011003P0,4,EM FUNCIONAMENTO,UESB,ACADÊMICO,202296,1,0,4,QUÍMICA,29,QUÍMICA,1,Educação Presencial,1,CIÊNCIAS EXATAS E DA TERRA
Mestrado/Doutorado,BIOTECNOLOGIA,Feira de Santana,28002016006P3,5,EM FUNCIONAMENTO,UEFS,ACADÊMICO,202295,1,0,48,BIOTECNOLOGIA,85,BIOTECNOLOGIA,1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado,DESENVOLVIMENTO  REGIONAL  E MEIO AMBIENTE,ilhéus,28007018001P3,5,EM FUNCIONAMENTO,UESC,ACADÊMICO,403,1,0,49,CIÊNCIAS AMBIENTAIS,1352,CIÊNCIAS AMBIENTAIS,1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado,CIÊNCIA POLÍTICA,Salvador ,28001010177P0,A,EM FUNCIONAMENTO,UFBA,ACADÊMICO,209124,1,0,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,87,CIÊNCIA POLÍTICA,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado Profissional,Educação e Diversidade,Conceição do Coité e Jacobina ,28005015014P5,4,EM FUNCIONAMENTO,UNEB,PROFISSIONAL,205537,2,0,38,EDUCAÇÃO,86,EDUCAÇÃO,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado/Doutorado,PATOLOGIA HUMANA,Salvador ,28001010011P4,6,EM FUNCIONAMENTO,UFBA,ACADÊMICO,365,1,1,16,MEDICINA II,271,ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Mestrado/Doutorado,CIÊNCIA ANIMAL,ilhéus,28007018007P1,5,EM FUNCIONAMENTO,UESC,ACADÊMICO,202750,1,0,24,MEDICINA VETERINÁRIA,47,MEDICINA VETERINÁRIA,1,Educação Presencial,5,CIÊNCIAS AGRÁRIAS
Mestrado Profissional,SAÚDE DA POPULAÇÃO NEGRA E INDÍGENA,Cruz das Almas,28022017016P2,3,EM FUNCIONAMENTO,UFRB,PROFISSIONAL,208730,2,0,22,SAÚDE COLETIVA,299,SAÚDE PÚBLICA,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Mestrado/Doutorado,EDUCAÇÃO E CONTEMPORANEIDADE,salvador,28005015001P0,4,EM FUNCIONAMENTO,UNEB,ACADÊMICO,400,1,0,38,EDUCAÇÃO,86,EDUCAÇÃO,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado,"SAÚDE, AMBIENTE E BIODIVERSIDADE",Itabuna,29007003006P2,A,EM FUNCIONAMENTO,UFSB,ACADÊMICO,209309,1,0,45,INTERDISCIPLINAR,430,SAÚDE E BIOLÓGICAS,1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado/Doutorado,QUÍMICA,Salvador ,28001010004P8,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,359,1,0,4,QUÍMICA,29,QUÍMICA,1,Educação Presencial,1,CIÊNCIAS EXATAS E DA TERRA
Mestrado Profissional,SAÚDE COLETIVA,Feira de Santana,28002016014P6,3,EM FUNCIONAMENTO,UEFS,PROFISSIONAL,204561,2,0,22,SAÚDE COLETIVA,56,SAÚDE COLETIVA,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Mestrado Profissional,ENFERMAGEM,Feira de Santana,28002016013P0,3,EM FUNCIONAMENTO,UEFS,PROFISSIONAL,204532,2,0,20,ENFERMAGEM,54,ENFERMAGEM,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Mestrado Profissional,Planejamento Territorial,Feira de Santana,28002016016P9,4,EM FUNCIONAMENTO,UEFS,PROFISSIONAL,205215,2,0,36,GEOGRAFIA,73,GEOGRAFIA,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado/Doutorado,COMUNICAÇÃO,Cachoeira,28022017012P7,4,EM FUNCIONAMENTO,UFRB,ACADÊMICO,207392,1,0,31,COMUNICAÇÃO E INFORMAÇÃO,63,COMUNICAÇÃO,1,Educação Presencial,6,CIÊNCIAS SOCIAIS APLICADAS
Mestrado/Doutorado,"SAÚDE, AMBIENTE E TRABALHO",salvador ,28001010060P5,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,202753,1,0,22,SAÚDE COLETIVA,56,SAÚDE COLETIVA,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Mestrado,"ESTUDOS AFRICANOS, POVOS INDÍGENAS E CULTURAS NEGRAS",salvador,28005015071P9,3,EM FUNCIONAMENTO,UNEB,ACADÊMICO,207471,1,0,40,HISTÓRIA,72,HISTÓRIA,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado,CIÊNCIAS E TECNOLOGIAS AMBIENTAIS,Porto Seguro,29007003003P3,3,EM FUNCIONAMENTO,UFSB,ACADÊMICO,207268,1,1,49,CIÊNCIAS AMBIENTAIS,1352,CIÊNCIAS AMBIENTAIS,1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado/Doutorado,ESTADO E SOCIEDADE,Porto Seguro,29007003002P7,4,EM FUNCIONAMENTO,UFSB,ACADÊMICO,206956,1,0,45,INTERDISCIPLINAR,428,"SOCIAIS, CULTURAS E HUMANIDADES",1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado/Doutorado,SAÚDE COLETIVA,Feira de Santana,28002016004P0,5,EM FUNCIONAMENTO,UEFS,ACADÊMICO,399,1,0,22,SAÚDE COLETIVA,56,SAÚDE COLETIVA,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Mestrado,"POLÍTICA, CULTURA E AMBIENTE",Juazeiro,25020013044P5,A,EM FUNCIONAMENTO,UNIVASF,ACADÊMICO,210150,1,0,35,ANTROPOLOGIA / ARQUEOLOGIA,70,ANTROPOLOGIA,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado Profissional/Doutorado Profissional,Música,Salvador ,28001010092P4,4,EM FUNCIONAMENTO,UFBA,PROFISSIONAL,205237,2,0,11,ARTES,467,MÚSICA,1,Educação Presencial,8,"LINGÜÍSTICA, LETRAS E ARTES"
Mestrado,"Letras: Cultura, Educação e Linguagens",Vitória da Conquista,28006011008P1,3,EM FUNCIONAMENTO,UESB,ACADÊMICO,204247,1,0,41,LINGUíSTICA E LITERATURA,90,LETRAS,1,Educação Presencial,8,"LINGÜÍSTICA, LETRAS E ARTES"
Mestrado/Doutorado,"Meio Ambiente , Águas e Saneamento",Salvador ,28001010076P9,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,204248,1,0,10,ENGENHARIAS I,44,ENGENHARIA SANITÁRIA,1,Educação Presencial,3,ENGENHARIAS
Mestrado/Doutorado,ODONTOLOGIA E SAUDE,Salvador ,28001010029P0,5,EM FUNCIONAMENTO,UFBA,ACADÊMICO,381,1,0,18,ODONTOLOGIA,52,ODONTOLOGIA,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Mestrado,"GENÉTICA, BIODIVERSIDADE E CONSERVAÇÃO",Jequié,28006011009P8,3,EM FUNCIONAMENTO,UESB,ACADÊMICO,204277,1,0,7,BIODIVERSIDADE,16,ZOOLOGIA,1,Educação Presencial,2,CIÊNCIAS BIOLÓGICAS
Mestrado,"Ciência, Inovação e Modelagem em Materiais",ilhéus,28007018012P5,4,EM FUNCIONAMENTO,UESC,ACADÊMICO,204324,1,0,47,MATERIAIS,84,MATERIAIS,1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado,ENGENHARIA ELÉTRICA E COMPUTAÇÃO,sem info,28022017018P5,A,EM PROJETO,UFRB,ACADÊMICO,210652,1,0,14,ENGENHARIAS IV,41,ENGENHARIA ELÉTRICA,,,3,ENGENHARIAS
Mestrado,Biodiversidade Vegetal,"Paulo Afonso, Senhor de Bonfim, Alagoinhas",28005015010P0,3,EM FUNCIONAMENTO,UNEB,ACADÊMICO,204365,1,0,7,BIODIVERSIDADE,34,BOTÂNICA,1,Educação Presencial,2,CIÊNCIAS BIOLÓGICAS
Mestrado/Doutorado,"Território, Ambiente e Sociedade",salvador,28003012002P4,4,EM FUNCIONAMENTO,UCSAL,ACADÊMICO,202294,1,0,30,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,78,PLANEJAMENTO URBANO E REGIONAL,1,Educação Presencial,6,CIÊNCIAS SOCIAIS APLICADAS
Mestrado Profissional,Ecologia,Salvador ,28001010082P9,4,EM FUNCIONAMENTO,UFBA,PROFISSIONAL,204446,2,0,7,BIODIVERSIDADE,17,ECOLOGIA,1,Educação Presencial,2,CIÊNCIAS BIOLÓGICAS
Mestrado,CIÊNCIAS DA SAÚDE,ilhéus,28007018075P7,3,EM FUNCIONAMENTO,UESC,ACADÊMICO,206331,1,0,16,MEDICINA II,961,NEUROLOGIA,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Mestrado/Doutorado,Estudos Linguísticos,Feira de Santana,28002016012P3,5,EM FUNCIONAMENTO,UEFS,ACADÊMICO,204432,1,0,41,LINGUíSTICA E LITERATURA,89,LINGÜÍSTICA,1,Educação Presencial,8,"LINGÜÍSTICA, LETRAS E ARTES"
Mestrado,QUÍMICA PURA E APLICADA,Barreiras,28049012002P0,3,EM FUNCIONAMENTO,UFOB,ACADÊMICO,206678,1,0,4,QUÍMICA,29,QUÍMICA,1,Educação Presencial,1,CIÊNCIAS EXATAS E DA TERRA
Mestrado,Ciências Ambientais,Itapetinga,28006011012P9,3,EM FUNCIONAMENTO,UESB,ACADÊMICO,204625,1,0,49,CIÊNCIAS AMBIENTAIS,1352,CIÊNCIAS AMBIENTAIS,1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado,Engenharia Agrícola,Juazeiro,25020013004P3,4,EM FUNCIONAMENTO,UNIVASF,ACADÊMICO,204697,1,0,42,CIÊNCIAS AGRÁRIAS I,45,ENGENHARIA AGRÍCOLA,1,Educação Presencial,5,CIÊNCIAS AGRÁRIAS
Mestrado/Doutorado,Ciência da Computação,Salvador,28001010095P3,5,EM FUNCIONAMENTO,UFBA,ACADÊMICO,205551,1,0,2,COMPUTAÇÃO,13,CIÊNCIA DA COMPUTAÇÃO,1,Educação Presencial,1,CIÊNCIAS EXATAS E DA TERRA
Mestrado Profissional,TECNOLOGIAS EM SAÚDE,Salvador,28008014004P9,3,EM FUNCIONAMENTO,EBMSP,PROFISSIONAL,204856,2,0,16,MEDICINA II,963,DOENÇAS INFECCIOSAS E PARASITÁRIAS,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Mestrado/Doutorado,Biociências,Vitória da Conquista ,28001010089P3,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,204903,1,0,6,CIÊNCIAS BIOLÓGICAS I,32,BIOLOGIA GERAL,1,Educação Presencial,2,CIÊNCIAS BIOLÓGICAS
Mestrado/Doutorado,SAÚDE COLETIVA,Vitória da Conquista ,28001010013P7,7,EM FUNCIONAMENTO,UFBA,ACADÊMICO,367,1,0,22,SAÚDE COLETIVA,56,SAÚDE COLETIVA,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Mestrado/Doutorado,Economia Regional e Políticas Públicas,ilhéus,28007018015P4,4,EM FUNCIONAMENTO,UESC,ACADÊMICO,205155,1,0,45,INTERDISCIPLINAR,428,"SOCIAIS, CULTURAS E HUMANIDADES",1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado,CIÊNCIA DA COMPUTAÇÃO,Feira de Santana,28002016020P6,3,EM FUNCIONAMENTO,UEFS,ACADÊMICO,207679,1,0,2,COMPUTAÇÃO,13,CIÊNCIA DA COMPUTAÇÃO,1,Educação Presencial,1,CIÊNCIAS EXATAS E DA TERRA
Mestrado Profissional,DESENVOLVIMENTO REGIONAL E MEIO AMBIENTE,"Governador Mangabeira,",28048016001P7,3,EM FUNCIONAMENTO,UNIMAM,PROFISSIONAL,205098,2,0,49,CIÊNCIAS AMBIENTAIS,1352,CIÊNCIAS AMBIENTAIS,1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado/Doutorado,RELAÇÕES INTERNACIONAIS,Salvador,28001010094P7,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,205489,1,0,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,1327,"RELAÇÕES INTERNACIONAIS, BILATERAIS E MULTILATERAIS",1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado Profissional,EXTENSÃO RURAL,Juazeiro,25020013011P0,3,EM FUNCIONAMENTO,UNIVASF,PROFISSIONAL,206613,2,0,45,INTERDISCIPLINAR,427,POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS,1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado Profissional/Doutorado Profissional,SAÚDE COLETIVA,Salvador,28001010051P6,5,EM FUNCIONAMENTO,UFBA,PROFISSIONAL,152282,2,0,22,SAÚDE COLETIVA,56,SAÚDE COLETIVA,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Mestrado/Doutorado,ENGENHARIA E CIÊNCIA DE ALIMENTOS,Itapetinga,28006011004P6,4,EM FUNCIONAMENTO,UESB,ACADÊMICO,202628,1,0,25,CIÊNCIA DE ALIMENTOS,262,ENGENHARIA DE ALIMENTOS,1,Educação Presencial,5,CIÊNCIAS AGRÁRIAS
Mestrado/Doutorado,ANTROPOLOGIA,Salvador,28001010058P0,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,202655,1,0,35,ANTROPOLOGIA / ARQUEOLOGIA,70,ANTROPOLOGIA,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado,Ciências Farmacêuticas,Feira de Santana,28002016018P1,3,EM FUNCIONAMENTO,UEFS,ACADÊMICO,205307,1,0,19,FARMÁCIA,53,FARMÁCIA,1,Educação Presencial,4,CIÊNCIAS DA SAÚDE
Doutorado,ENERGIA E AMBIENTE,Salvador,28001010053P9,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,202495,1,0,45,INTERDISCIPLINAR,429,"ENGENHARIA, TECNOLOGIA E GESTÃO",1,Educação Presencial,10,MULTIDISCIPLINAR
Mestrado,CONTABILIDADE,Salvador,28001010063P4,4,EM FUNCIONAMENTO,UFBA,ACADÊMICO,202867,1,0,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",365,CIÊNCIAS CONTÁBEIS,1,Educação Presencial,6,CIÊNCIAS SOCIAIS APLICADAS
Mestrado/Doutorado,ENGENHARIA INDUSTRIAL,Salvador,28001010062P8,5,EM FUNCIONAMENTO,UFBA,ACADÊMICO,202866,1,0,13,ENGENHARIAS III,35,ENGENHARIA DE PRODUÇÃO,1,Educação Presencial,3,ENGENHARIAS
Mestrado,HISTÓRIA,Feira de Santana,28002016009P2,3,EM FUNCIONAMENTO,UEFS,ACADÊMICO,203304,1,0,40,HISTÓRIA,72,HISTÓRIA,1,Educação Presencial,7,CIÊNCIAS HUMANAS
Mestrado/Doutorado,RECURSOS GENÉTICOS VEGETAIS,Feira de Santana,28002016010P0,4,EM FUNCIONAMENTO,UEFS,ACADÊMICO,203558,1,0,42,CIÊNCIAS AGRÁRIAS I,60,AGRONOMIA,1,Educação Presencial,5,CIÊNCIAS AGRÁRIAS
